"","X","age","gender","region_category","membership_category","joined_through_referral","preferred_offer_types","medium_of_operation","internet_option","avg_time_spent","avg_transaction_value","avg_frequency_login_days","points_in_wallet","used_special_discount","offer_application_preference","past_complaint","complaint_status","feedback","churn_risk_score"
"16521",16520,51,"F","Village","Basic Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",51.72,6681.93,"11.0",605.67,"No","Yes","Yes","Solved","No reason specified",1
"16522",16521,50,"F","Village","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",325.6,37807.85,"10.0",730.79,"Yes","No","No","Not Applicable","No reason specified",0
"16523",16522,25,"M","City","No Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",107.44,23561.7,"13.0",685.63,"No","Yes","Yes","Solved","No reason specified",1
"16524",16523,16,"F","Town","Basic Membership","Yes","Gift Vouchers/Coupons","Smartphone","Mobile_Data",89,16563.62,"27.0",563.43,"No","Yes","No","Not Applicable","Poor Customer Service",1
"16525",16524,29,"F","City","No Membership","Yes","Without Offers","Desktop","Mobile_Data",247.49,8443.27,"10.0",689.48,"Yes","No","No","Not Applicable","Poor Customer Service",1
"16526",16525,28,"F","Town","Premium Membership","Yes","Without Offers","Smartphone","Wi-Fi",34.38,42921.26,"28.0",1099.09243442082,"No","Yes","Yes","Solved in Follow-up","Poor Customer Service",0
"16530",16529,10,"F","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",956.865926588344,20976.04,"29.0",776.53,"Yes","No","Yes","Unsolved","Poor Product Quality",0
"16533",16532,19,"F","City","Gold Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",177.01,20149.4,"7.0",781.29,"Yes","No","No","Not Applicable","No reason specified",0
"16534",16533,35,"M","Village","Silver Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",75.48,7675.39,"26.0",768.69,"Yes","No","Yes","No Information Available","Poor Customer Service",0
"16540",16539,13,"M","City","No Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",117.26,9833.65,"16.0",524.320671499235,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
"16544",16543,37,"M","Town","Silver Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",575.44,33573.75,"11.0",667.83,"Yes","Yes","Yes","Solved","No reason specified",1
"16547",16546,38,"M","Town","Gold Membership","Yes","Without Offers","Both","Mobile_Data",507.41,24059.31,"15.0",933.889510371388,"No","Yes","No","Not Applicable","Too many ads",1
"16548",16547,44,"M","Village","Basic Membership","Yes","Without Offers","Smartphone","Mobile_Data",619.52,10978.74,"26.0",630.09,"No","Yes","Yes","Solved","No reason specified",1
"16550",16549,25,"M","Town","Silver Membership","No","Gift Vouchers/Coupons","Both","Wi-Fi",239.89,22467.76,"6.0",789.16,"Yes","Yes","Yes","No Information Available","Too many ads",0
"16551",16550,62,"M","City","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",572.77,14933.98,"23.0",527.409690007518,"No","Yes","Yes","Solved","Poor Customer Service",0
"16553",16552,50,"F","City","Gold Membership","No","Without Offers","Smartphone","Wi-Fi",63.56,41908.28,"9.0",771.7,"Yes","No","No","Not Applicable","Poor Product Quality",0
"16554",16553,15,"F","City","Basic Membership","No","Without Offers","Smartphone","Wi-Fi",32.22,20469.35,"Error",539.95,"No","Yes","No","Not Applicable","Poor Website",1
"16556",16555,20,"M","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",85.39,19274.55,"12.0",611.75,"Yes","No","No","Not Applicable","Poor Customer Service",1
"16557",16556,21,"M","City","Basic Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",141.3,25796.96,"16.0",639.01,"No","Yes","No","Not Applicable","Poor Website",1
"16558",16557,56,"M","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",52.55,41065.92,"4.0",792.77,"Yes","No","Yes","Unsolved","User Friendly Website",0
"16559",16558,17,"F","City","Gold Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",39.95,87939.5,"2.0",636.684057744874,"No","Yes","Yes","Solved in Follow-up","User Friendly Website",0
"16561",16560,28,"M","Town","Basic Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",427.93,27297.35,"7.0",829.10821139829,"Yes","No","No","Not Applicable","Poor Customer Service",0
"16562",16561,59,"M","Village","Platinum Membership","Yes","Without Offers","Both","Wi-Fi",1135.57,12632.05,"14.0",367.718960802734,"Yes","Yes","No","Not Applicable","Quality Customer Care",0
"16563",16562,26,"F","City","Gold Membership","No","Without Offers","Both","Wi-Fi",-466.341498279234,49382.87,"19.0",633.23,"Yes","Yes","Yes","Solved in Follow-up","Too many ads",1
"16564",16563,33,"F","Village","Gold Membership","Yes","Credit/Debit Card Offers","Desktop","Wi-Fi",77.51,38844.37,"8.0",798.78,"No","Yes","No","Not Applicable","Poor Customer Service",0
"16565",16564,11,"M","Village","Basic Membership","Yes","Without Offers","Smartphone","Mobile_Data",44.28,31035.49,"15.0",693.11,"Yes","No","No","Not Applicable","Poor Website",1
"16568",16567,21,"F","Town","Silver Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",68.74,21278.51,"21.0",688.33,"Yes","No","Yes","Solved in Follow-up","No reason specified",1
"16570",16569,40,"M","Town","No Membership","Yes","Credit/Debit Card Offers","Desktop","Wi-Fi",34.65,17382.36,"13.0",689.04,"No","Yes","Yes","No Information Available","Poor Customer Service",1
"16572",16571,31,"F","City","Gold Membership","No","Credit/Debit Card Offers","Smartphone","Fiber_Optic",85.68,78163.49,"3.0",727.85,"No","Yes","No","Not Applicable","Reasonable Price",0
"16573",16572,32,"F","City","Basic Membership","Yes","Without Offers","Desktop","Wi-Fi",739.24,7782.17,"Error",623.07,"No","Yes","Yes","Unsolved","No reason specified",1
"16574",16573,27,"M","Town","No Membership","No","Without Offers","Smartphone","Fiber_Optic",202.68,29507.43,"Error",695.12,"Yes","No","Yes","Solved","Poor Product Quality",1
"16575",16574,58,"M","Village","No Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",58.71,27510.22,"40.29805537164093",587.92,"Yes","No","No","Not Applicable","No reason specified",1
"16576",16575,33,"M","City","Premium Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",426.63,96564.55,"10.0",708.23,"No","Yes","No","Not Applicable","Products always in Stock",0
"16577",16576,11,"M","City","Basic Membership","Yes","Without Offers","Desktop","Mobile_Data",1047.34112558351,31732.47,"25.0",699.08,"No","Yes","No","Not Applicable","Poor Website",1
"16580",16579,27,"F","Town","Silver Membership","Yes","Gift Vouchers/Coupons","Smartphone","Wi-Fi",-676.751257055529,8674.82,"24.0",1256.23504703369,"No","Yes","No","Not Applicable","Poor Product Quality",0
"16582",16581,14,"M","City","Gold Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",75.55,33777.86,"28.0",665.93,"Yes","No","No","Not Applicable","No reason specified",1
"16583",16582,31,"F","City","No Membership","No","Without Offers","Both","Wi-Fi",228.12,29510.87,"Error",516.24,"No","Yes","Yes","Solved","Poor Customer Service",1
"16584",16583,29,"F","Town","No Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",237.58,40009.06,"28.0",525.92,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
"16587",16586,42,"F","Town","Silver Membership","Yes","Credit/Debit Card Offers","Smartphone","Wi-Fi",30.06,45004.27,"11.0",678.51,"No","Yes","No","Not Applicable","Too many ads",1
"16588",16587,46,"M","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Both","Mobile_Data",1014.22,90167.92,"8.0",252.961492648293,"Yes","Yes","Yes","No Information Available","User Friendly Website",0
"16590",16589,17,"F","Town","Basic Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",176.73,44864.21,"25.0",695.94,"Yes","No","No","Not Applicable","No reason specified",1
"16591",16590,41,"M","Village","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",171.43,20322.05,"18.0",517.31,"Yes","No","No","Not Applicable","Poor Product Quality",1
"16592",16591,22,"F","Town","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",42.24,3065.13,"25.0",588.62,"Yes","No","No","Not Applicable","No reason specified",1
"16594",16593,63,"M","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",31.88,46784.1,"23.0",1023.15560296301,"Yes","No","No","Not Applicable","No reason specified",0
"16595",16594,23,"M","City","Basic Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",84.11,22978.75,"29.0",605.9,"Yes","No","Yes","Solved in Follow-up","Poor Website",1
"16596",16595,47,"M","City","Gold Membership","Yes","Credit/Debit Card Offers","Both","Wi-Fi",210.59,36804.28,"10.0",755.45,"Yes","Yes","No","Not Applicable","Poor Product Quality",0
"16603",16602,45,"F","Town","Basic Membership","No","Gift Vouchers/Coupons","Both","Mobile_Data",220.82,22691.14,"16.0",652.25,"No","Yes","No","Not Applicable","Poor Website",1
"16604",16603,20,"M","Town","Platinum Membership","Yes","Without Offers","Smartphone","Wi-Fi",46.17,9454.33,"27.0",775.05,"Yes","No","Yes","Solved in Follow-up","Poor Customer Service",0
"16606",16605,27,"M","Town","Platinum Membership","Yes","Credit/Debit Card Offers","Both","Mobile_Data",670.17,78991.74,"12.0",782.85,"Yes","Yes","Yes","Unsolved","Reasonable Price",0
"16607",16606,48,"F","City","Silver Membership","Yes","Without Offers","Smartphone","Wi-Fi",197.94,39777.79,"14.0",719.39,"Yes","No","Yes","Solved","Poor Product Quality",0
"16608",16607,60,"F","City","Gold Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",91.08,4576.18,"27.0",736.78,"No","Yes","No","Not Applicable","Poor Customer Service",0
"16610",16609,44,"F","Town","Basic Membership","Yes","Gift Vouchers/Coupons","Smartphone","Mobile_Data",747.25,32470.76,"-5.93858254926149",624.87,"No","Yes","No","Not Applicable","No reason specified",1
"16613",16612,33,"M","Village","Silver Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",-544.630201835216,17908.91,"16.0",774.08,"Yes","Yes","Yes","Solved","Too many ads",0
"16615",16614,61,"F","City","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",424.07,46541.28,"18.0",647.68,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
"16618",16617,26,"F","Town","Silver Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",40.09,41087.22,"17.0",756.61,"Yes","No","Yes","Solved in Follow-up","Poor Website",0
"16620",16619,21,"M","Town","Premium Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",834.25,37754.81,"19.0",797.81,"Yes","No","No","Not Applicable","Poor Product Quality",0
"16621",16620,42,"M","Town","No Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",489.83,24684.36,"18.0",690.13,"No","Yes","No","Not Applicable","Poor Customer Service",1
"16623",16622,26,"F","Town","Platinum Membership","No","Without Offers","Desktop","Wi-Fi",72.76,5011.2,"2.0",373.52217462608,"No","Yes","Yes","No Information Available","Quality Customer Care",0
"16624",16623,61,"M","Village","Gold Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",400.34,3805.31,"14.0",798.1,"Yes","No","No","Not Applicable","Poor Website",0
"16625",16624,32,"M","Town","Basic Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",275.69,24155.03,"-12.878219577585234",562.44,"No","Yes","Yes","Unsolved","Too many ads",1
"16626",16625,32,"M","Town","Platinum Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",321.8,2177.97,"16.0",751.05,"No","Yes","Yes","Solved","Products always in Stock",0
"16627",16626,42,"F","City","Basic Membership","No","Without Offers","Desktop","Mobile_Data",89.88,42727.92,"13.0",693.7,"Yes","No","Yes","Solved","Too many ads",1
"16630",16629,31,"M","City","Silver Membership","Yes","Credit/Debit Card Offers","Both","Mobile_Data",1105.87,15489.64,"15.0",711.76,"Yes","Yes","Yes","No Information Available","Poor Product Quality",0
"16631",16630,56,"M","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Both","Fiber_Optic",571.17,96487.78,"18.0",753.88,"Yes","No","No","Not Applicable","Reasonable Price",0
"16632",16631,18,"F","Town","Silver Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",586.13,6373.13,"Error",369.93924114959,"No","Yes","No","Not Applicable","No reason specified",0
"16634",16633,41,"F","City","Silver Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",30.69,43336.45,"Error",747.12,"Yes","No","Yes","Unsolved","No reason specified",0
"16636",16635,51,"F","City","Gold Membership","Yes","Without Offers","Desktop","Wi-Fi",154.63,12640.78,"10.0",760.38,"Yes","No","No","Not Applicable","Poor Product Quality",0
"16638",16637,12,"F","Village","Silver Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",31.25,10598.82,"25.0",1086.97820282377,"No","Yes","Yes","Unsolved","Poor Product Quality",0
"16644",16643,10,"F","Town","Premium Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",426.79,24073.89,"17.0",773.9,"Yes","No","Yes","Solved","Products always in Stock",0
"16646",16645,24,"M","City","Gold Membership","Yes","Without Offers","Both","Mobile_Data",239.32,36539.43,"Error",758.48,"Yes","Yes","Yes","No Information Available","Too many ads",0
"16649",16648,40,"M","Village","Silver Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",163.04,8038.07,"16.0",607.95,"No","Yes","No","Not Applicable","Poor Product Quality",1
"16651",16650,35,"F","Town","No Membership","Yes","Without Offers","Smartphone","Wi-Fi",33.29,42505.92,"23.0",689.66,"No","Yes","Yes","Solved","Too many ads",1
"16652",16651,45,"M","City","No Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",609.22,20411.7,"27.0",569.22,"Yes","Yes","No","Not Applicable","Poor Website",0
"16654",16653,61,"M","Town","Basic Membership","No","Without Offers","Desktop","Wi-Fi",30.2,2198.83,"10.0",543.65,"Yes","No","Yes","Solved in Follow-up","Poor Customer Service",1
"16655",16654,37,"F","Village","Premium Membership","No","Gift Vouchers/Coupons","Desktop","Wi-Fi",1230.17495081605,16635.16,"14.0",753.95,"No","Yes","No","Not Applicable","User Friendly Website",0
"16659",16658,28,"F","Town","No Membership","No","Credit/Debit Card Offers","Both","Fiber_Optic",466.65,16932.53,"24.0",632.1,"Yes","No","No","Not Applicable","Poor Website",1
"16660",16659,63,"F","City","Silver Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",174.12,41896.47,"28.0",711.42,"Yes","No","Yes","No Information Available","No reason specified",0
"16662",16661,10,"F","City","Basic Membership","No","Without Offers","Desktop","Fiber_Optic",94.82,39495.47,"8.0",663.9,"Yes","No","No","Not Applicable","Too many ads",1
"16664",16663,35,"M","City","No Membership","No","Without Offers","Smartphone","Fiber_Optic",33.54,32823.36,"29.0",550.41,"Yes","No","Yes","No Information Available","Poor Customer Service",0
"16665",16664,44,"F","City","Silver Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",167.76,30597.03,"7.0",665.83,"No","Yes","Yes","Solved in Follow-up","Poor Customer Service",1
"16667",16666,63,"M","City","Gold Membership","No","Without Offers","Desktop","Fiber_Optic",1069.58979302125,4999.64,"26.0",795.77,"Yes","No","Yes","No Information Available","Poor Product Quality",0
"16668",16667,16,"F","Town","No Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",36.56,7150.06,"21.0",524.63,"No","Yes","Yes","Solved","Too many ads",1
"16670",16669,10,"M","Town","Silver Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",95.26,29696.73,"Error",680.88,"Yes","No","Yes","Solved in Follow-up","Poor Customer Service",1
"16672",16671,28,"F","Town","Gold Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",112.45,54530.8,"2.0",806.12,"Yes","No","Yes","Solved","User Friendly Website",0
"16673",16672,44,"M","Town","No Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",-96.8100737330515,22891.2,"9.0",699.27,"No","Yes","No","Not Applicable","No reason specified",1
"16674",16673,57,"M","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",49.93,38190.85,"18.0",1243.15401853063,"No","Yes","No","Not Applicable","Poor Customer Service",0
"16675",16674,51,"M","Village","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",115.56,24767.14,"14.0",756.12,"Yes","No","No","Not Applicable","Poor Website",0
"16679",16678,35,"M","Town","No Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",156.67,16098.86,"Error",143.004553237473,"No","Yes","No","Not Applicable","No reason specified",1
"16682",16681,59,"F","Town","No Membership","No","Credit/Debit Card Offers","Both","Fiber_Optic",356.02,11663.83,"6.0",621.25,"Yes","No","Yes","Unsolved","Poor Website",1
"16685",16684,27,"M","Town","No Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",253.3,25280.2,"26.0",355.071355988987,"Yes","No","No","Not Applicable","No reason specified",1
"16686",16685,20,"M","Village","Gold Membership","Yes","Credit/Debit Card Offers","Smartphone","Wi-Fi",322.71,47245.01,"17.0",360.265048705667,"No","Yes","No","Not Applicable","Too many ads",1
"16688",16687,51,"F","City","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",-843.549457416429,37307.49,"15.0",1133.4440685147,"Yes","No","No","Not Applicable","No reason specified",1
